Gid,SE_T002_002,SE_T030_002,SE_T083_001,SE_T147_001
44003020101,2539.599,0,34009,24
36091062601,351.5305,0,48902,24
26115831700,682.3238,0,23159,25
05117460100,12.5101,0,21218,25
40143009009,2222.942,4.69,39914,19
26125142400,3516.197,10.74,16744,21
48061011903,111.1873,0,11018,19
35013001801,254.5859,0,19068,26
17031020200,14172.4,0,28515,33
40143009003,1250.308,0.77,32171,20
06001405500,25816.78,0,25112,33
40143009006,6658.5,6.25,17995,23
40143009007,1904.191,0,20199,20
06073008359,10835.23,2.59,28182,20
06073008358,10274.83,0,28322,23
37051001800,1595.747,0,20817,16
01127020400,201.689,0,19026,22
08077001900,3.041914,0,35388,31
06073008351,10394.86,6.62,29996,22
06073008350,1055.261,0,40141,24
06073008353,6983.75,0,35824,25
06073008352,15621.75,0,28049,21
36047059401,49525.4,0,25982,46
06073008354,6880.355,0,37395,22
06073008357,15157.41,0,25776,20
55013970800,28.56702,1.69,22334,24
06037482201,13035.4,4.98,23214,30
36047035400,36627.45,0,37658,44
17031802609,16962.11,0,25522,24
17031802608,3881.315,0,34198,28
17031813200,10235.08,0,47323,34
17031802605,3492.635,0,44887,27
17031802607,2036.78,14,48469,26
48185180301,16.66277,28.4,29456,32
72107955100,1682.887,0,7312,34
39151715000,3438.171,0,22200,16
13089023410,3087.934,20.86,15610,31
13089023411,3488.729,6.96,20306,33
13089023412,2235.888,0.75,23433,33
13089023413,2274.457,13.75,25213,32
13089023414,2360.943,10.23,25875,37
36051030202,102.3669,0,31562,28
13089023416,2002.931,6.52,22292,35
06059021917,1814.21,0,64611,27
13089023418,1028.646,2.66,25527,36
13089023419,1918.427,10.53,24802,33
01101005504,89.61136,0,50405,26
48157670800,2972.633,1.75,19232,31
47125101500,102.6139,0,23276,32
01101005501,87.05589,5.82,20465,23
01101005502,314.6249,0,28925,24
01101005503,690.51,0,37958,22
12041950100,38.68484,27.81,22907,29
34039039800,823.9739,7.46,16163,22
27147960500,15.53685,1.11,29211,22
48347950600,6999.795,0,7347,11
21111011405,6346.887,0,20030,24
21111011404,3713.965,19.18,17927,20
21111011406,2782.602,0,21755,22
21111011520,1258.398,3.13,39273,23
22067950100,5.109454,0,18118,29
21009950900,30.56892,9.15,20550,27
39051040700,839.4421,6.02,24925,22
36005040501,146847.3,14.76,14600,44
36005040502,121707.4,14.35,15878,39
36041950400,5.824343,0,21879,40
22073001700,1576.086,0,37533,17
53071920500,1942.119,0,14781,20
12103023100,5689.178,38.33,22851,25
19181020200,909.6996,3.56,32922,22
01055000300,1682.026,10.96,12755,21
34015501403,1623.704,0,34819,29
46051953300,4.141496,8.18,33049,18
36119007401,10232.37,2.86,41616,26
06037602200,10071.19,5.42,25007,24
22007050500,37.29585,0,16990,29
29183311203,3601.537,0,33792,22
26139021400,245.3179,0,32375,24
51059451900,4612.953,16.67,52099,32
54045956900,222.8399,15.52,18799,14
29097011400,952.5591,0,21666,17
35007950700,2.324413,11.42,22533,14
42011010500,405.1203,4.49,25874,29
26163594000,1266.386,13.94,27502,24
42003524000,5128.677,0,22066,23
27129790600,12.48861,2.19,32057,22
05051011100,79.7745,0,25628,26
08107000300,4.102736,0,38722,28
48439114102,1241.703,0,49228,31
06059021919,3314.313,0,42628,33
36047052000,63006.03,0,26328,42
36055007000,8053.865,0,18099,15
24031706013,1960.695,0,81531,31
16067970200,164.8067,3.14,21920,16
24031706011,3562.251,0,80392,37
36021001700,33.38455,0,44151,34
37175960200,165.7689,18.22,24936,20
12099005945,2699.164,0,42115,30
04013109001,19325.15,16.97,9592,29
04013109003,15692.54,18.46,10468,32
04013109002,11552.69,0,12946,26
34017017600,65054.99,4.07,16201,31
55131420402,3268.224,0,27739,28
28087000600,1367.443,11.05,12445,22
05023480201,20.58351,0,28441,35
05023480202,32.64586,4.35,22409,29
22051028000,251.7532,8.59,25843,34
42003320600,3829.885,6.02,30825,27
37045951502,60.16186,7.04,18212,32
16053970300,1329.083,9.58,17117,18
36029004001,7551.404,28.02,13980,20
37045951501,277.4954,0,19516,23
39141955700,39.41088,6.67,24131,30
34013021803,5059.217,0,44977,28
34013021802,1287.659,0,42146,32
34013021801,2007.976,0,55579,29
48113016619,3969.172,0,22065,32
48113016616,1426.771,0,22392,31
48113016617,1899.962,0,46414,30
48113016615,4199.603,0,22646,28
48113016612,2784.089,2.94,29981,33
48113016610,4198.251,0,25159,29
48113016611,2711.303,16.03,33253,31
25017322200,1416.093,0,41513,30
01109188900,262.5981,0,16004,17
06019001800,236.7005,6.67,22780,19
06037400404,739.3248,0,55699,34
54071970500,14.58717,0,21866,29
17127970300,36.3961,2.24,26909,19
36119000600,28453.43,3.84,17364,41
48113012100,5428.128,12.42,13874,35
48441012600,3031.489,0,38267,18
19193001100,7676.771,4.43,16110,18
37183053720,984.428,0,52554,26
39093095100,286.3549,9.54,21982,28
53011040411,2718.527,0,35854,19
39043990100,0,0,0,0
48051970400,15.17632,7.95,25939,24
06037123420,14676.43,11.34,18735,28
15001990400,0,0,0,0
46011958700,12.91024,1.37,31903,20
12127080400,2357.901,6.06,39907,22
53011040413,1102.031,0,20910,26
06037206031,1906.942,0,59815,29
06037206032,14855.35,0.87,13981,30
48439113607,5200.978,5.66,25540,26
32003001402,6631.567,2.56,14797,27
51061930703,74.20195,0,38901,47
17053962000,537.7531,15,23723,17
42125773200,4168.822,0,25755,27
37183053726,3655.493,0,29964,22
24005492002,6482.375,0,36435,30
27109001100,1751.074,0,37598,15
13275960300,42.25813,10.19,19238,25
26081010200,746.614,0,20629,29
55089640100,2111.679,14.9,27284,22
39035105700,6809.493,0,21654,23
39113002900,4840.19,0,22523,20
19129040202,34.14831,0,35297,27
22017021600,4133.656,0,32104,14
54067950500,25.5512,0,17102,24
39033974600,357.8951,0,19024,15
48453001765,524.1527,0,58342,31
34029725001,2066.145,0,31055,28
04013940700,0.9601277,0,14420,0
34029725002,6799.384,2.06,27364,28
15003006804,6651.732,4.79,17526,19
26099225100,1391.445,13.82,33655,29
12089050400,43.80279,16.86,21962,38
06065041909,1645.389,1.99,22697,40
06075010400,38786.87,0,81116,30
01073001600,3144.563,40,13510,23
22001960500,88.59435,17.68,24570,36
06065041906,11532.43,0,19174,32
48453001769,1601.808,0,45285,28
17159977900,21.82841,7.93,29347,21
06065041905,9933.61,0,24708,35
42125752700,628.4812,0,31141,19
11001000300,15729.82,0,70436,26
17031831600,12822.55,0,22298,37
06037530400,6437.308,0,17047,32
53011041318,3724.783,5.88,25491,23
36103158403,936.7861,0,35957,32
55047100300,27.90275,11.39,22828,27
26163554200,4949.799,15.69,21492,26
35035000901,10.53203,38.14,29244,30
35035000902,2.653584,8.16,14585,23
27053024300,6265.243,0,30656,18
01073013200,1689.88,16.33,17420,22
12105015702,23.23521,29,14044,24
06065030900,1479.515,0,19325,36
48201332100,8003.75,2.77,10586,29
22103040605,825.1252,0,35215,32
22103040604,2019.911,0,23896,25
41039000404,121.1891,13.6,22962,20
41039000402,31.27524,0,27509,24
41039000403,344.5334,0,22576,21
13065970100,18.87085,10.36,17325,19
06073017501,4455.225,0,67161,26
06073017502,5176.585,0,41318,23
15003006802,32877.59,3,23953,28
05071952000,241.9765,22.37,15395,15
09009361200,1447.433,0,32020,23
25005650500,14241.13,0,22091,28
12011100104,24898.54,0,30612,28
12011100105,29213.15,0,46505,32
12011100103,4099.514,0,42458,31
12011100101,11715.34,0,32508,34
51085321002,845.2549,0,37424,27
42035030500,144.435,3.88,23734,20
24510090600,19930.01,0,18685,41
31019969000,18.91362,0,31582,21
06037191610,26530.45,2.23,19636,35
19153001500,4215.894,6.94,23010,17
36047029700,52893.15,7.84,31652,40
06059042319,2468.428,15.79,63082,27
24017850500,72.64177,3.27,40024,43
55049950400,208.0359,0,29428,21
06059042313,7806.199,0,40229,32
06059042312,6171.863,1.86,21102,21
06059042311,3159.243,0,49796,22
13113140501,220.8698,0,45924,33
06059042317,2679.424,0,62974,29
53063013100,1177.097,0,24731,21
06059042315,2717.419,0,42005,28
31177050101,340.3401,0,30436,18
25017339802,5907.418,0,37934,38
32003005839,431.5846,0,48089,23
32003005838,7260.224,4.31,34688,21
12083000901,186.4723,34.58,22940,22
09001021600,24962.52,0,51422,27
32003005834,588.7335,0,45238,20
01037961000,38.64732,0,14446,26
32003005836,8749.449,0,28011,24
32003005831,1846.849,0,36777,22
32003005830,7157.625,0,33252,24
32003005833,2778.344,0,28797,22
32003005832,5375.6,0,31574,28
36061009000,115050,17.46,107607,26
36027120000,85.04169,3.13,33484,26
55101002100,98.39236,0,36034,25
48245000500,2154.704,5.78,18160,17
24033803801,5186.975,7.33,24153,35
39049005610,7127.934,5.77,12495,23
24033803803,7737.113,0,21137,37
55129950300,13.66615,3.53,25289,26
06037570204,18755.36,19.21,17609,31
06037570203,7594.905,0,15347,31
06037570202,9339.572,4.61,18317,28
26099240400,5198.744,0,30037,30
22113951100,3.243489,0,22533,40
06037431200,10412.02,8.68,19597,30
13121011100,1795.933,0,29754,23
31111960500,256.5466,0,28380,12
42003447000,1080.281,0,40192,28
16007950100,7.315694,5.08,22032,19
06081601000,6275.246,0,34996,28
12021010417,2496.156,0,41324,20
12021010416,957.3746,0,50886,21
12021010415,2560.537,9.64,36032,24
12021010414,576.7941,5.4,25350,30
12021010413,165.3837,0,21964,36
12021010412,398.9742,13.49,30496,36
12021010411,5447.056,32.19,18362,26
12021010410,10482.85,11.25,13732,25
27053103000,5289.891,0,42861,20
53061052502,915.5796,3.46,31969,29
26163538200,3586.08,0,69560,23
42031160600,3222.205,1.54,18898,13
48113014501,4611.749,5.56,21877,25
12021010419,6277.45,7.07,17045,26
12021010418,1266.66,7.25,69119,18
36085010500,15494.8,0,30192,36
01015001400,362.794,12.73,20431,20
42101001500,31030.13,0,53374,33
48309004000,29.69036,4.37,36162,25
42119090400,134.254,17.39,28191,22
21127930200,19.13777,0,24279,38
51009010100,17.78204,0,23515,36
23009965504,71.84137,0,30077,27
19107080400,15.92876,16.56,24710,22
18063210607,630.5468,0,21606,19
17031681400,10085.59,6.78,14189,43
23009965503,206.3604,5.1,24907,21
06085508404,8868.166,0,66481,24
09011690400,12411.71,11.41,18418,20
06085508401,7041.024,0,59356,21
12091022001,5881.461,0,26623,19
06085508403,6586.251,9.52,65543,23
47091956000,16.88031,0,20036,41
51650011000,5109.744,21.93,22834,27
12009061002,3953.637,9.2,21091,26
12009061001,2919.805,3.04,28511,23
26063950600,25.67737,2.1,21872,19
12013010200,11.1056,0,22047,36
01045021400,126.0834,0.78,19200,23
36061019000,81341.02,0,46127,37
49049010506,654.1958,14.71,18952,24
08123000502,6613.393,0,13828,23
49049010504,130.4409,3.54,21373,25
48457950300,497.9055,9.17,18849,21
36081138501,12385.29,0,26411,46
54039012100,44.92029,19.58,20497,30
36061002800,103816.2,0,28807,34
42091204702,3215.405,0,61013,27
36103158708,1354.48,0,29047,31
25009254100,2380.993,3.39,54740,31
42101008102,39272.12,7.32,14841,36
47037018902,3388.684,0,30807,21
25009268200,1639.639,0,57740,31
22103040104,72.9069,0.54,31657,38
12057003300,6812.87,14.67,16532,23
29099701401,91.19137,0,22883,36
29099701403,89.99002,12.88,24581,34
29099701404,133.1803,0,24858,29
39113000200,3478.455,6.78,12486,22
51177020202,1009.824,1.09,33353,32
51177020203,1700.395,0,35258,38
36103158704,2028.744,12.81,31135,34
13031110300,122.7982,8.99,27711,16
21235920600,87.92802,0.71,15418,15
24043000400,4705.311,0,16310,25
72137120300,10061.1,34.55,13328,34
42097080700,100.578,0,38961,19
48485010100,773.6921,40.48,14942,12
12071050103,624.343,0,39226,26
12071050106,844.5839,0,44345,31
39029951900,1058.759,4.32,21240,24
12071050104,617.6191,0,37823,21
12071050105,655.6437,16.67,45911,26
06073017106,421.6139,0,62367,28
06073008800,12802.7,0,19765,22
47037017402,4795.293,0.97,23558,20
37119000900,4073.073,0,20209,27
48505950400,5.918193,0,15796,22
18065976000,2862.605,25,18330,26
17031140100,32620.79,0,15256,39
39061020742,5770.701,19.05,20157,22
18053010700,147.1376,0,20544,18
13021011000,816.4517,0,22542,18
16029960100,6.367939,3.51,23429,19
12097042500,4147.548,0,19082,31
55133201403,2168.241,0,39386,22
55133201402,2202.29,0,37111,25
55133201404,1330.599,0,39671,20
42101013500,24186.13,17.86,36212,30
42101003902,33702,0,28840,26
09011702500,4276.106,0,22150,26
28093950401,441.0957,0,14651,24
06113010508,2658.67,0,46036,26
48201530800,2098.202,0,25064,29
40001376900,301.055,4.66,13302,18
39153530502,1215.735,0,35737,24
48293970700,16.33111,0,19828,31
20173000200,5413.114,0,22886,18
55071000400,4039.572,4.2,24821,16
01059973100,21.86516,0,22417,33
19033950600,13.12634,0,31891,20
36081053100,17998.6,25.47,29289,47
29161890200,364.6035,4.5,20537,18
37163970200,55.45208,5.44,23122,29
72097081900,466.0667,0,13389,26
29099700303,2297.177,0,25129,30
28047002700,2135.821,5.06,23759,23
42041012200,11461.24,0,21006,17
06071025000,8.733396,4.53,17884,7
42125761000,91.12701,3.19,30389,27
48201100000,3144.625,0,77193,19
36103135103,3504.05,1.6,50565,36
15003006809,85493.93,3.59,25284,27
06037181300,7160.152,0,36604,29
39035156102,945.6121,0,40744,20
06065042741,3053.096,0,24756,36
06065042740,4018.577,0,28484,33
06065042743,721.2408,0,23543,41
06065042742,2110.665,5.56,24940,46
06065042745,324.5087,0,27638,36
06065042744,295.2872,0,19999,33
39049000730,8140.625,9.02,12028,26
55079101200,6240.679,0,29025,21
06065941400,3870.773,0,28800,18
29153470100,13.50386,6.61,16749,28
06055201900,17.71777,0,54141,18
06071010017,552.4905,0,24485,39
47157005000,3063.283,0,8444,25
18091042600,217.8935,6.49,13129,23
24021752201,73.76198,11.24,56094,34
06029003400,1321.851,4.07,13917,30
48029130800,1773.706,5.64,14255,24
26147646000,329.8834,3.28,23204,35
18057110600,3477.969,2.16,26163,30
19165960100,10.06175,0.67,29458,21
06103000500,1521.564,0,19090,15
45015020404,178.9937,0,35172,27
48061010900,2834.996,6.03,11753,13
17031823803,3349.823,0,30876,30
06001437701,20918.71,4.53,16259,29
17031823801,303.7693,0,46491,34
17031063200,50314.21,0,64491,33
17031823805,5100.2,0,31012,37
47019071200,257.3947,0,19346,20
06079012200,4139.516,5.23,22765,21
47163042000,434.5726,0,20569,27
22097960300,57.07911,0,17511,31
06079010205,4740.002,0.44,30497,21
39151711000,459.1318,0,28068,28
26125160600,4520.306,7.12,29344,23
42001030400,84.91584,0,31023,33
28089030206,252.1836,0,73457,18
28089030205,426.6758,21.94,64863,18
28089030204,439.5561,0,50901,23
28089030203,771.1827,0,44330,20
32003001100,4708.762,25.56,18478,22
28089030201,456.2014,0,40869,23
22109001500,30.16356,0,31121,28
54039010500,543.1245,0,36751,29
17179020800,2526.294,6.4,20411,19
42091208702,1209.803,18.63,40932,30
10001042800,120.8844,2.73,27486,27
42091208704,1965.652,8.73,27822,31
06065043291,3704.684,0,28000,35
47157020512,1439.484,0,22064,19
09005298400,117.9663,0,47502,27
12079110302,222.8098,23.98,9321,30
12079110301,74.11196,19.7,23979,17
29225470301,140.6742,11.15,28009,28
29225470302,46.07146,50.47,15996,32
56021002000,8.45198,6.4,30351,22
26087334500,149.1215,0,24765,30
18019051000,49.97069,4.18,24864,32
48005000500,629.016,6.29,13740,15
22119032100,56.54178,0.27,18764,24
53033028901,3801.8,0,39908,29
53033028902,8550.634,17.01,20180,28
09009142100,7195.72,0,16926,23
55079020800,9182.044,0,34839,22
10003014200,1732.398,0,34312,30
41029001400,334.8447,0,26840,24
06001435700,9073.987,0,31218,28
45015020403,631.1507,0,63497,23
48215022103,3038.966,16.87,14137,18
54075960300,10.03708,0,22028,33
04019004307,1447.661,0,30770,23
53033008600,18754.39,0,28916,26
36005024700,34056.14,6.25,18773,44
29097012200,36.68549,2.33,23299,22
28083950400,56.73396,2.41,14840,18
36067016700,115.1004,1.65,77036,24
38015010700,3996.655,0,31429,17
12105012409,182.7322,0,20020,36
12105012408,646.7208,5.92,26216,28
37061090502,78.66444,0,24205,26
37049960800,2887.811,3.9,13589,17
06037800324,4912.461,0,61197,29
06037800325,4513.941,0,63160,30
06037800326,315.3557,0,70106,27
06037800327,2551.885,2.96,36590,26
47011010700,1938.784,6.04,10537,17
06037800329,752.6381,5.08,48297,33
12105012403,201.8271,0,22467,28
04005000700,1445.508,0,29754,15
12105012405,1522.711,0,24522,26
12105012404,58.54081,11.94,7245,34
12105012407,139.8767,18.37,27344,27
12105012406,2127.165,0,26001,25
29510114200,8082.669,0,33949,23
04021001200,58.42126,0,20252,26
27083360400,681.308,6.95,27055,12
53063001900,5843.562,0,23256,18
53005010707,1536.129,0,34362,23
36047062800,16707.48,0,34333,37
54091964900,61.66481,0,21289,28
47065010700,1524.253,13.95,25298,18
47059091200,54.22346,0,19141,25
51087200201,2801.869,4.17,43646,18
51087200202,2976.223,0,58546,20
22001961100,47.53703,16.88,22455,22
24510120700,5772.818,0,29300,27
26163576300,5528.383,0,28665,21
27137013400,45.25069,0,34218,21
29510127100,2961.195,0,12438,35
12053040400,1011.962,0,22349,23
36081004001,33687.73,0,20458,47
48201534202,4955.16,2.16,43019,32
36081004002,32807.97,0,21648,46
53033007800,6986.375,0,101568,24
25009250400,31387.04,11.54,11520,23
20173006200,4896.416,25.82,16466,17
42071012001,4571.94,0,31739,20
42071012002,3347.483,0,30665,22
36047026700,63255.56,20.62,36112,44
16055000100,73.4566,3.02,29301,31
25017370101,13938.65,0,43978,25
47037015630,851.012,13.01,25988,30
29111970200,12.43129,16.3,16698,36
48215022106,563.892,0,10420,26
09009184100,3337.059,0,34340,19
36061012500,37173.3,0,120734,24
48291701200,114.1182,0,31209,40
09001050600,880.8505,3.77,114473,39
34017002200,27293.53,0,57644,38
04013113900,948.3811,14.29,7492,24
37093970102,712.7685,0,21704,28
37093970103,536.5604,16.72,22160,27
26125120000,221.6709,0,34004,34
37093970101,503.9011,15.44,18135,25
29141470500,33.66843,0,19804,24
46065978000,4.47273,0,36625,18
38089963900,6.860123,0,39730,21
06025010200,33.10351,13.02,13334,24
12086019700,1339.905,0,26849,43
37055970200,1619.149,0,28266,23
06017030602,51.32461,1.61,29955,39
06017030603,6.664165,0,30867,44
36091061702,461.3097,0,39597,27
06017030601,85.11609,2.5,36238,41
09011697000,2394.185,0,24925,25
24033800520,7950.137,0,47893,35
39061000900,14335.63,5.45,28162,21
41051006200,4747.937,23.61,49700,22
28081950401,227.9859,13.7,25766,18
28081950402,244.1054,0,29753,20
22003950100,12.72176,13.43,24372,41
48145000700,18.89489,0,18998,28
34003031100,1798.542,0,38136,32
42121200500,2129.501,7.37,23163,14
06037501802,11423.16,0,30960,35
06037501804,9760.137,10.17,17600,35
04013050611,227.7423,0.69,18092,29
04013050610,657.4936,1.49,21576,33
33009961100,109.2722,0,29470,20
25013813500,264.7143,0,38547,28
04013071913,5976.061,4.7,17777,25
06099002902,942.2063,2.74,26844,28
32003003418,9468.989,0,17643,26
51069050803,2496.463,0,31648,31
06099002901,36.98797,0.53,30968,22
32003003415,4263.652,0,20766,24
32003003414,1816.572,0,28539,23
32003003416,6847.992,5.43,24383,25
32003003411,5077.369,0,23521,29
41059950300,14.65187,2.36,25263,20
29105960300,99.64368,0,22410,17
32003003412,6010.476,0,24021,27
55047100100,287.9167,0,26335,19
48439106202,4339.075,3.48,12253,21
21143960200,33.77486,0,31339,27
48439106201,6714.301,0,13405,23
27053008300,12111.28,8.84,18206,25
18097340202,4973.661,8.03,20844,25
29510109600,2660.928,0,17336,29
39133600901,2054.492,0,19103,23
11001003302,28063.83,18.75,58064,29
25011041100,525.6814,0,34261,28
18097340201,4799.31,22.56,13092,24
12033000600,2660.602,0,22095,22
26163563700,3458.27,0,30200,26
34013003800,9436.327,0,19208,31
55059001600,10023.97,10.45,15056,20
24033801208,3110.948,9.26,42711,43
42039111800,186.5475,33.33,26506,13
06061020908,1749.94,0,24975,20
39045030700,334.7386,0,43508,29
42019912200,1989.761,0,41421,26
06037576801,21177.73,0,32560,30
55029100900,38.71059,0,35003,16
49015976200,4.971172,6.96,21293,20
41051000602,9354.512,6.77,18204,30
06037117301,7669.395,0,34169,34
02185000200,0.02818766,12.5,22391,4
06037117303,5063.194,8.54,30934,29
